"","PIECETAG","STEMTAG","QUADNAME","QX.x","QY.x","SPCODE","BDS.2014","BDS.2017","BDS.2021","DC.2014","DC.2017","DC.2021","TOPDIAM.2014","TOPDIAM.2017","TOPDIAM.2021","DBH.2014","DBH.x","DBH.2017","DBH.y","DBH.2019","DBH.2021","LENGTH.2014","LENGTH.2017","LENGTH.2021","HEIGHT.2014","HEIGHT.2017","HEIGHT.2021"
"1302","10644A","10644","168",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,29.6,NA,28,NA,NA,NA,NA,NA,6
"1303","10558A","10558","173",NA,NA,"NYSY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA
"1304","10560A","10560","173",NA,NA,"NYSY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA
"1305","10576A","10576","177",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,21.7,NA,21.9,NA,NA,NA,NA,NA,10
"1306","10728A","10728","181",NA,NA,"QUFA",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,70.5,NA,71,NA,NA,NA,NA,NA,30
"1307","11019A","11019","184",NA,NA,"FAGR",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,14.1,NA,14.1,NA,NA,NA,NA,NA,8
"1308","11031A","11031","185",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,25.4,NA,25,NA,NA,NA,NA,NA,5
"1309","11037A","11037","185",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
"1310","11046A","11046","186",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,38.2,NA,36.2,NA,NA,NA,NA,NA,25
"1311","10880A","10880","195",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,53.2,NA,54.1,NA,NA,NA,NA,NA,30
"1312","10889A","10889","195",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,24.4,NA,22.3,NA,NA,NA,NA,NA,12
"1313","10898A","10898","196",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,22.7,NA,20.3,NA,NA,NA,NA,NA,15
"1314","11208A","11208","196",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,12.1,NA,11.5,NA,NA,NA,NA,NA,7
"1315","11209A","11209","197",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,48.6,NA,49.7,NA,NA,NA,NA,NA,15
"1316","11211A","11211","197",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,3,NA,NA,NA,NA,NA,NA,22.5,NA,22.5,NA,NA,NA,NA,NA,6
"1317","11214A","11214","197",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,13.9,NA,14.1,NA,NA,NA,NA,NA,6
"1318","11061A","11061","198",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA
"1319","20314A","20314","231",NA,NA,"COFL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA
"1320","20994A","20994","296",NA,NA,"QUVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.1,NA,NA,NA,NA,NA,NA,NA,NA
"1321","30103A","30103","321",NA,NA,"CACA18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA
"1322","30227A","30227","333",NA,NA,"FRAM2",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,40.3,NA,40.1,NA,NA,NA,NA,NA,23
"1323","30281A","30281","338",NA,NA,"FRAM2",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,28.5,NA,28.6,NA,NA,NA,NA,NA,3
"1324","30281B","30281","338",NA,NA,"FRAM2",NA,NA,"Log",NA,NA,1,NA,NA,21.7,NA,NA,NA,28.5,NA,25.6,NA,NA,8.2,NA,NA,NA
"1325","30914A","30914","347",NA,NA,"FRAM2",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,37.2,NA,37.3,NA,NA,NA,NA,NA,25
"1326","30757A","30757","366",NA,NA,"QURU",NA,NA,"Snag",NA,NA,3,NA,NA,NA,NA,NA,NA,31.7,NA,31.5,NA,NA,NA,NA,NA,19.5
"1327","31265A","31265","385",NA,NA,"COFL2",NA,NA,"Log",NA,NA,2,NA,NA,3.1,NA,NA,NA,11.2,NA,11.2,NA,NA,8.9,NA,NA,NA
"1328","40539A","40539","418",NA,NA,"QUAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA
"1329","40109A","40109","421",NA,NA,"QUFA",NA,NA,"Log",NA,NA,2,NA,NA,4.2,NA,NA,NA,49.4,NA,42.1,NA,NA,25.6,NA,NA,NA
"1330","40617A","40617","429",NA,NA,"CACA18",NA,NA,"Snag",NA,NA,4,NA,NA,NA,NA,NA,NA,10.2,NA,9.8,NA,NA,NA,NA,NA,2
"1331","40617B","40617","429",NA,NA,"CACA18",NA,NA,"Log",NA,NA,4,NA,NA,6,NA,NA,NA,NA,NA,7.6,NA,NA,1.3,NA,NA,NA
"1332","40617C","40617","429",NA,NA,"CACA18",NA,NA,"Log",NA,NA,4,NA,NA,6.6,NA,NA,NA,NA,NA,6.7,NA,NA,1.6,NA,NA,NA
"1333","40983A","40983","457",NA,NA,"CATO6",NA,NA,"Log",NA,NA,2,NA,NA,4.9,NA,NA,NA,23.9,NA,22.5,NA,NA,2.4,NA,NA,NA
"1334","41316A","41316","459",NA,NA,"COFL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA
"1335","41675A","41675","485",NA,NA,"FAGR",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,22.6,NA,22.5,NA,NA,NA,NA,NA,6.4
"1336","41915A","41915","488",NA,NA,"FRAM2",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,42.9,NA,43,NA,NA,NA,NA,NA,NA
"1337","50019A","50019","512",NA,NA,"QUVE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,60.6,NA,60.7,NA,NA,NA,NA,NA,35
"1338","50504A","50504","516",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA
"1339","50505A","50505","516",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,11.1,NA,11.4,NA,NA,NA,NA,NA,6
"1340","50525A","50525","518",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA
"1341","50360B","50360","525",NA,NA,"FRPE",NA,NA,"Log",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,30.6,NA,NA,10,NA,NA,NA
"1342","50396A","50396","526",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,22.8,NA,22.7,NA,NA,NA,NA,NA,8
"1343","50069A","50069","535",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,26.2,NA,26.5,NA,NA,NA,NA,NA,2
"1344","50069B","50069","535",NA,NA,"FRPE",NA,NA,"Log",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7,NA,NA,15,NA,NA,NA
"1345","50074A","50074","535",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA
"1346","50632A","50632","544",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,21.6,NA,20,NA,NA,NA,NA,NA,7
"1347","50648A","50648","545",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,3
"1348","50665A","50665","547",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,18.7,NA,18.9,NA,NA,NA,NA,NA,10
"1349","50671A","50671","547",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,16.5,NA,16.7,NA,NA,NA,NA,NA,10
"1350","50543A","50543","554",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,32,NA,33.9,NA,NA,NA,NA,NA,15
"1351","50436A","50436","555",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,18.8,NA,18.9,NA,NA,NA,NA,NA,10
"1352","50574A","50574","555",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,25,NA,24.6,NA,NA,NA,NA,NA,12
"1353","50693A","50693","555",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA
"1354","50442A","50442","556",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA
"1355","53748A","53748","564",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA
"1356","50857A","50857","574",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA
"1357","51379A","51379","586",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,43,NA,43.7,NA,NA,NA,NA,NA,12
"1358","51238A","51238","592",NA,NA,"LITU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA
"1359","53884A","53884","595",NA,NA,"FRAM2",NA,NA,"Snag",NA,NA,3,NA,NA,NA,NA,NA,NA,70.2,NA,67.4,NA,NA,NA,NA,NA,30
"1360","53809A","53809","597",NA,NA,"FRAM2",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,25.2,NA,25.8,NA,NA,NA,NA,NA,15
"1361","53811A","53811","597",NA,NA,"FRAM2",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,18.3,NA,18.2,NA,NA,NA,NA,NA,10
"1362","53813A","53813","597",NA,NA,"FRAM2",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,29.4,NA,29.2,NA,NA,NA,NA,NA,11
"1363","60140A","60140","624",NA,NA,"COFL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA
"1364","70685A","70685","746",NA,NA,"LIST2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2,NA,NA,NA,NA,NA,NA,NA,NA
"1365","71065A","71065","775",NA,NA,"LITU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6,NA,NA,NA,NA,NA,NA,NA,NA
"1366","80741A","80741","865",NA,NA,"LITU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA
"1367","92271A","92271","911",NA,NA,"LITU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,NA,NA,NA,NA,NA,NA,NA,NA
"1368","92554A","92554","917",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,48.4,NA,47.9,NA,NA,NA,NA,NA,35
"1369","92560A","92560","917",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,21.8,NA,20.3,NA,NA,NA,NA,NA,12
"1370","92780A","92780","919",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,35.8,NA,37.5,NA,NA,NA,NA,NA,30
"1371","91828A","91828","926",NA,NA,"ACRU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,NA,NA,NA,NA,NA,NA,NA,NA
"1372","91865A","91865","927",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA
"1373","91891A","91891","927",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,3,NA,NA,NA,NA,NA,NA,35.6,NA,31,NA,NA,NA,NA,NA,18
"1374","91896A","91896","927",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,3,NA,NA,NA,NA,NA,NA,54,NA,51,NA,NA,NA,NA,NA,25
"1375","90898A","90898","938",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,61.2,NA,60.4,NA,NA,NA,NA,NA,35
"1376","90983A","90983","939",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA
"1377","92173A","92173","948",NA,NA,"FRPE",NA,NA,"Log",NA,NA,2,NA,NA,14.5,NA,NA,NA,39.1,NA,38.8,NA,NA,33,NA,NA,NA
"1378","91915A","91915","949",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,63.4,NA,61.5,NA,NA,NA,NA,NA,35
"1379","91943A","91943","949",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,58.9,NA,54.5,NA,NA,NA,NA,NA,35
"1380","91172A","91172","955",NA,NA,"ACRU",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,12.8,NA,12.8,NA,NA,NA,NA,NA,5.5
"1381","92498A","92498","958",NA,NA,"TORA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA
"1382","92499A","92499","958",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,107.3,NA,NA,NA,NA,NA,NA,NA,35
"1383","90692A","90692","973",NA,NA,"ULRU",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,15.4,NA,15.6,NA,NA,NA,NA,NA,11
"1384","91025A","91025","979",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"1385","91037A","91037","979",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,19.3,NA,18.2,NA,NA,NA,NA,NA,12
"1386","90218A","90218","982",NA,NA,"LIST2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,NA,NA,NA,NA,NA
"1387","90299A","90299","989",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,34.7,NA,35.2,NA,NA,NA,NA,NA,25
"1388","100432A","100432","1041",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,55.9,NA,54.5,NA,NA,NA,NA,NA,5
"1389","100432B","100432","1041",NA,NA,"FRPE",NA,NA,"Log",NA,NA,NA,NA,NA,45.5,NA,NA,NA,NA,NA,48.6,NA,NA,11.5,NA,NA,NA
"1390","100462A","100462","1042",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,44.3,NA,41.9,NA,NA,NA,NA,NA,27
"1391","100856A","100856","1049",NA,NA,"COFL2",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,10.9,NA,10.4,NA,NA,NA,NA,NA,5
"1392","100946A","100946","1072",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,49.4,NA,48.4,NA,NA,NA,NA,NA,30
"1393","100988A","100988","1073",NA,NA,"ACRU",NA,NA,"Log",NA,NA,2,NA,NA,14.2,NA,NA,NA,15.9,NA,15.7,NA,NA,3,NA,NA,NA
"1394","100989A","100989","1073",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,61.4,NA,61.7,NA,NA,NA,NA,NA,30
"1395","101212A","101212","1073",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,41.7,NA,40.5,NA,NA,NA,NA,NA,20
"1396","101229A","101229","1074",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,59.3,NA,58.5,NA,NA,NA,NA,NA,35
"1397","101295A","101295","1075",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,62,NA,62.4,NA,NA,NA,NA,NA,35
"1398","101139A","101139","1083",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,35.9,NA,35.9,NA,NA,NA,NA,NA,30
"1399","101081A","101081","1092",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,16.4,NA,16.1,NA,NA,NA,NA,NA,13
"1400","101092A","101092","1092",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,43.8,NA,43.6,NA,NA,NA,NA,NA,35
"1401","101624A","101624","1095",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,49.7,NA,45.2,NA,NA,NA,NA,NA,10
"1402","101720A","101720","1095",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,55,NA,54.6,NA,NA,NA,NA,NA,6
"1403","101720B","101720","1095",NA,NA,"FRPE",NA,NA,"Log",NA,NA,2,NA,NA,28.4,NA,NA,NA,NA,NA,54.6,NA,NA,15,NA,NA,NA
"1404","101733A","101733","1095",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4,NA,NA,NA,NA,NA,NA,NA,NA
"1405","10966A","10966","1105",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA
"1406","10981A","10981","1106",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA
"1407","10982A","10982","1107",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,20,NA,20,NA,NA,NA,NA,NA,7
"1408","10983A","10983","1107",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,45,NA,42.7,NA,NA,NA,NA,NA,10
"1409","10986A","10986","1107",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,42.8,NA,42.5,NA,NA,NA,NA,NA,15
"1410","10988A","10988","1107",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,28.2,NA,26.5,NA,NA,NA,NA,NA,15
"1411","10995A","10995","1108",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA
"1412","10999A","10999","1108",NA,NA,"FRPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,NA,NA,NA,NA,NA,NA,NA,NA
"1413","42339A","42339","1223",NA,NA,"LIST2",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,22.1,NA,21.5,NA,NA,NA,NA,NA,10
"1414","42829A","42829","1258",NA,NA,"CACA18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA
"1415","42933A","42933","1268",NA,NA,"CACA18",NA,NA,"Snag",NA,NA,3,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,1.95,NA,NA,NA
"1416","42933B","42933","1268",NA,NA,"CACA18",NA,NA,"Log",NA,NA,3,NA,NA,10,NA,NA,NA,13.1,NA,11.7,NA,NA,NA,NA,NA,1
"1417","130131A","130131","1315",NA,NA,"ULRU",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,72.7,NA,72.1,NA,NA,NA,NA,NA,24
"1418","130154A","130154","1317",NA,NA,"ULRU",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,20,NA,18.4,NA,NA,NA,NA,NA,7
"1419","130438A","130438","1321",NA,NA,"ULRU",NA,NA,"Log",NA,NA,2,NA,NA,7.8,NA,NA,NA,12.2,NA,12.7,NA,NA,8,NA,NA,NA
"1420","130293A","130293","1337",NA,NA,"LIST2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA
"1421","130796A","130796","1341",NA,NA,"ULRU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA
"1422","130975A","130975","1351",NA,NA,"LIST2",NA,NA,"Snag",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,10,NA,NA,NA,NA,NA,2
"1423","130975B","130975","1351",NA,NA,"LIST2",NA,NA,"Log",NA,NA,NA,NA,NA,4.8,NA,NA,NA,10.2,NA,9,NA,NA,6,NA,NA,NA
"1424","131434A","131434","1371",NA,NA,"AIAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA
"1425","140186A","140186","1415",NA,NA,"PRSE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA
"1426","140246A","140246","1434",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,26.5,NA,26.4,NA,NA,NA,NA,NA,5
"1427","142406A","142406","1497",NA,NA,"LIST2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA
"1428","153482A","153482","1516",NA,NA,"ULRU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7,NA,NA,NA,NA,NA,NA,NA,NA
"1429","151139A","151139","1518",NA,NA,"ULAM",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,24.5,NA,24.5,NA,NA,NA,NA,NA,2
"1430","151139B","151139","1518",NA,NA,"ULAM",NA,NA,"Log",NA,NA,1,NA,NA,19.2,NA,NA,NA,NA,NA,21.5,NA,NA,1.2,NA,NA,NA
"1431","153169A","153169","1527",NA,NA,"ULRU",NA,NA,"Log",NA,NA,2,NA,NA,15.1,NA,NA,NA,20.5,NA,20.2,NA,NA,5,NA,NA,NA
"1432","152425A","152425","1529",NA,NA,"FRPE",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,29.1,NA,28.8,NA,NA,NA,NA,NA,20
"1433","152985A","152985","1532",NA,NA,"FRAM2",NA,NA,"Log",NA,NA,1,NA,NA,9.6,NA,NA,NA,18.2,NA,18,NA,NA,13.8,NA,NA,NA
"1434","152576A","152576","1542",NA,NA,"ULRU",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,19.6,NA,19.5,NA,NA,NA,NA,NA,7.5
"1435","152849A","152849","1544",NA,NA,"QUPA2",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,94.3,NA,94.1,NA,NA,NA,NA,NA,35
"1436","150541A","150541","1553",NA,NA,"ACRU",NA,NA,"Log",NA,NA,1,NA,NA,53.7,NA,NA,NA,57,NA,55.3,NA,NA,9.7,NA,NA,NA
"1437","151784A","151784","1565",NA,NA,"ACRU",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,37.3,NA,36.6,NA,NA,NA,NA,NA,2.3
"1438","151784B","151784","1565",NA,NA,NA,NA,NA,"Log",NA,NA,2,NA,NA,22,NA,NA,NA,NA,NA,28.6,NA,NA,11.3,NA,NA,NA
"1439","150094A","150094","1571",NA,NA,"LIST2",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,18.6,NA,19,NA,NA,NA,NA,NA,3
"1440","151072A","151072","1578",NA,NA,"LITU",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,18,NA,17,NA,NA,NA,NA,NA,6.5
"1441","163151A","163151","1628",NA,NA,"LITU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"1442","160909A","160909","1652",NA,NA,"LIST2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,NA,NA,NA,NA,NA,NA,NA,NA
"1443","160599A","160599","1666",NA,NA,"PRAV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA
"1444","160394A","160394","1671",NA,NA,"QUAL",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,89.4,NA,88.9,NA,NA,NA,NA,NA,40
"1445","160230A","160230","1683",NA,NA,"ACRU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA,NA,NA,NA
"1446","160231A","160231","1683",NA,NA,"LITU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,NA,NA,NA,NA,NA,NA,NA,NA
"1447","160154A","160154","1693",NA,NA,"PIVI2",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,24.3,NA,24.5,NA,NA,NA,NA,NA,16
"1448","162989A","162989","1693",NA,NA,"PITA",NA,NA,"Snag",NA,NA,1,NA,NA,NA,NA,NA,NA,22.3,NA,22.5,NA,NA,NA,NA,NA,16
"1449","21158A","21158","2710",NA,NA,"LITU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9,NA,NA,NA,NA,NA,NA,NA,NA
"1450","31496A","31496","3106",NA,NA,"LIST2",NA,NA,"Log",NA,NA,1,NA,NA,13.4,NA,NA,NA,35.1,NA,35.3,NA,NA,23.4,NA,NA,NA
"1451","30887A","30887","3510",NA,NA,"FRAM2",NA,NA,"Snag",NA,NA,2,NA,NA,NA,NA,NA,NA,21.5,NA,21.5,NA,NA,NA,NA,NA,5.2
"1452","30887B","30887","3510",NA,NA,"FRAM2",NA,NA,"Log",NA,NA,1,NA,NA,17.5,NA,NA,NA,NA,NA,18.3,NA,NA,2,NA,NA,NA
"1453","30887C","30887","3510",NA,NA,"FRAM2",NA,NA,"Log",NA,NA,1,NA,NA,18.3,NA,NA,NA,NA,NA,19.1,NA,NA,0.82,NA,NA,NA
"1454","30887D","30887","3510",NA,NA,"FRAM2",NA,NA,"Log",NA,NA,1,NA,NA,12.7,NA,NA,NA,NA,NA,17,NA,NA,8,NA,NA,NA
